t_us,imu_t_us,imu_q0,imu_q1,imu_q2,imu_q3,imu_calib,imu_seq,baro_t_us,baro_pressure_hPa,baro_temperature_C,baro_altitude_m,baro_seq,gnss_t_us,gnss_lat_e7,gnss_lon_e7,gnss_alt_m,gnss_speed_mps,gnss_heading_deg,gnss_sats_used,gnss_seq
12940111,12898555,0.2667236328125,0.3460693359375,-0.0677490234375,-0.89691162109375,0,63,12899621,1015.521240234375,23.3700008392334,-18.882015228271484,64,12940108,0,0,0.0,0.0,0.0,0,64
12994059,12951675,0.2647705078125,0.3447265625,-0.07080078125,-0.89776611328125,0,64,12952741,1015.53955078125,23.3700008392334,-19.03262710571289,65,12994057,0,0,0.0,0.0,0.0,0,65
13040067,13003675,0.2623291015625,0.3436279296875,-0.0731201171875,-0.89874267578125,0,65,13004741,1015.52294921875,23.3700008392334,-18.895227432250977,66,13040064,0,0,0.0,0.0,0.0,0,66
13090059,13041740,0.262451171875,0.34332275390625,-0.0750732421875,-0.898681640625,0,66,13042806,1015.519775390625,23.3700008392334,-18.868803024291992,67,13090056,0,0,0.0,0.0,0.0,0,67
13142059,13094490,0.2613525390625,0.342041015625,-0.0772705078125,-0.8992919921875,0,67,13095556,1015.518310546875,23.3700008392334,-18.855592727661133,68,13142056,0,0,0.0,0.0,0.0,0,68
13194060,13146490,0.2613525390625,0.34173583984375,-0.08001708984375,-0.899169921875,0,68,13147556,1015.517822265625,23.3799991607666,-18.852949142456055,69,13194057,0,0,0.0,0.0,0.0,0,69
13241161,13198675,0.259765625,0.34112548828125,-0.082275390625,-0.899658203125,0,69,13199741,1015.541259765625,23.3700008392334,-19.048480987548828,70,13241158,0,0,0.0,0.0,0.0,0,70
13293106,13250739,0.258056640625,0.34063720703125,-0.0833740234375,-0.90020751953125,0,70,13251805,1015.504638671875,23.3700008392334,-18.74461555480957,71,13293103,0,0,0.0,0.0,0.0,0,71
13344059,13302490,0.25604248046875,0.340576171875,-0.08392333984375,-0.90081787109375,0,71,13303556,1015.5302734375,23.3799991607666,-18.95600128173828,72,13344056,0,0,0.0,0.0,0.0,0,72
13391160,13354675,0.2537841796875,0.34033203125,-0.08367919921875,-0.90155029296875,0,72,13355741,1015.502685546875,23.3700008392334,-18.726118087768555,73,13391157,0,0,0.0,0.0,0.0,0,73
13440063,13392490,0.25299072265625,0.34075927734375,-0.08343505859375,-0.901611328125,0,73,13393556,1015.510498046875,23.3799991607666,-18.792177200317383,74,13440060,0,0,0.0,0.0,0.0,0,74
13492059,13444490,0.252685546875,0.34100341796875,-0.08294677734375,-0.90167236328125,0,74,13445556,1015.544677734375,23.3799991607666,-19.074905395507812,75,13492057,0,0,0.0,0.0,0.0,0,75
13544060,13496490,0.25360107421875,0.34124755859375,-0.08111572265625,-0.9014892578125,0,75,13497556,1015.52392578125,23.3799991607666,-18.903154373168945,76,13544057,0,0,0.0,0.0,0.0,0,76
13591059,13548675,0.2554931640625,0.3414306640625,-0.07867431640625,-0.90106201171875,0,76,13549741,1015.52392578125,23.3799991607666,-18.903154373168945,77,13591056,0,0,0.0,0.0,0.0,0,77
13643103,13600924,0.25994873046875,0.342529296875,-0.07403564453125,-0.8997802734375,0,77,13601990,1015.505126953125,23.3700008392334,-18.747257232666016,78,13643100,0,0,0.0,0.0,0.0,0,78
13695313,13653490,0.27020263671875,0.34521484375,-0.06390380859375,-0.89654541015625,0,78,13654556,1015.526611328125,23.3700008392334,-18.92693519592285,79,13695310,0,0,0.0,0.0,0.0,0,79
13742059,13705675,0.302734375,0.358154296875,-0.03631591796875,-0.88250732421875,0,79,13706741,1015.51611328125,23.3799991607666,-18.839738845825195,80,13742057,0,0,0.0,0.0,0.0,0,80
13791110,13743490,0.3299560546875,0.37664794921875,-0.010009765625,-0.86553955078125,0,80,13744556,1015.515625,23.3700008392334,-18.834453582763672,81,13791107,0,0,0.0,0.0,0.0,0,81
13843100,13795305,0.3424072265625,0.3839111328125,0.0076904296875,-0.85748291015625,0,81,13796371,1015.533203125,23.3700008392334,-18.979782104492188,82,13843097,0,0,0.0,0.0,0.0,0,82
13895101,13847490,0.36981201171875,0.3935546875,0.04278564453125,-0.84051513671875,0,82,13848556,1015.5283203125,23.3700008392334,-18.940147399902344,83,13895098,0,0,0.0,0.0,0.0,0,83
13941156,13898675,0.383056640625,0.38616943359375,0.0859375,-0.834716796875,0,83,13899741,1015.54638671875,23.3799991607666,-19.09075927734375,84,13941153,0,0,0.0,0.0,0.0,0,84
13992059,13949740,0.38702392578125,0.3533935546875,0.146484375,-0.83892822265625,0,84,13950806,1015.500732421875,23.360000610351562,-18.710264205932617,85,13992056,0,0,0.0,0.0,0.0,0,85
14044059,14002490,0.38763427734375,0.30914306640625,0.19952392578125,-0.84521484375,0,85,14003556,1015.483154296875,23.360000610351562,-18.564937591552734,86,14044056,0,0,0.0,0.0,0.0,0,86
14091060,14054675,0.37384033203125,0.2557373046875,0.25390625,-0.8546142578125,0,86,14055741,1015.521484375,23.360000610351562,-18.882015228271484,87,14091057,0,0,0.0,0.0,0.0,0,87
14140103,14092490,0.3614501953125,0.22711181640625,0.2767333984375,-0.86090087890625,0,87,14093556,1015.501220703125,23.360000610351562,-18.71554946899414,88,14140100,0,0,0.0,0.0,0.0,0,88
14192060,14144305,0.35662841796875,0.2030029296875,0.283203125,-0.8668212890625,0,88,14145371,1015.518310546875,23.360000610351562,-18.855592727661133,89,14192057,0,0,0.0,0.0,0.0,0,89
14244059,14196490,0.366943359375,0.1640625,0.2738037109375,-0.873779296875,0,89,14197556,1015.529296875,23.360000610351562,-18.948074340820312,90,14244056,0,0,0.0,0.0,0.0,0,90
14295106,14247490,0.38714599609375,0.13983154296875,0.24273681640625,-0.87841796875,0,90,14248556,1015.507568359375,23.360000610351562,-18.768396377563477,91,14295103,0,0,0.0,0.0,0.0,0,91
14342060,14299740,0.40838623046875,0.11187744140625,0.1947021484375,-0.884765625,0,91,14300805,1015.536865234375,23.360000610351562,-19.011489868164062,92,14342057,0,0,0.0,0.0,0.0,0,92
14393098,14351490,0.4195556640625,0.1024169921875,0.15093994140625,-0.88922119140625,0,92,14352556,1015.50244140625,23.360000610351562,-18.726118087768555,93,14393095,0,0,0.0,0.0,0.0,0,93
14444064,14402490,0.43975830078125,0.1116943359375,0.1065673828125,-0.884765625,0,93,14403556,1015.53466796875,23.360000610351562,-18.992992401123047,94,14444061,0,0,0.0,0.0,0.0,0,94
14490063,14454490,0.4703369140625,0.1124267578125,0.07330322265625,-0.8721923828125,0,94,14455556,1015.52587890625,23.360000610351562,-18.919008255004883,95,14490060,0,0,0.0,0.0,0.0,0,95
14540059,14491740,0.4962158203125,0.11236572265625,0.0526123046875,-0.85931396484375,0,95,14492805,1015.521484375,23.360000610351562,-18.882015228271484,96,14540057,0,0,0.0,0.0,0.0,0,96
14591059,14543490,0.539306640625,0.11102294921875,0.039306640625,-0.8338623046875,0,96,14544556,1015.53662109375,23.360000610351562,-19.008846282958984,97,14591057,0,0,0.0,0.0,0.0,0,97
14642059,14594490,0.60205078125,0.10986328125,0.0311279296875,-0.790283203125,0,97,14595556,1015.524169921875,23.360000610351562,-18.90579605102539,98,14642057,0,0,0.0,0.0,0.0,0,98
14694059,14646490,0.64642333984375,0.1005859375,0.0299072265625,-0.7557373046875,0,98,14647556,1015.516357421875,23.360000610351562,-18.839738845825195,99,14694057,0,0,0.0,0.0,0.0,0,99
14745304,14697490,0.70343017578125,0.08917236328125,0.0301513671875,-0.7044677734375,0,99,14698556,1015.528076171875,23.3700008392334,-18.937503814697266,100,14745301,0,0,0.0,0.0,0.0,0,100
14791101,14749490,0.752685546875,0.07952880859375,0.0321044921875,-0.6527099609375,0,100,14750556,1015.529541015625,23.360000610351562,-18.950716018676758,101,14791098,0,0,0.0,0.0,0.0,0,101
14844062,14801924,0.7894287109375,0.083984375,0.0369873046875,-0.60693359375,0,101,14802990,1015.525634765625,23.3700008392334,-18.919008255004883,102,14844059,0,0,0.0,0.0,0.0,0,102
14895099,14853490,0.83642578125,0.0927734375,0.03662109375,-0.53887939453125,0,102,14854556,1015.50048828125,23.360000610351562,-18.710264205932617,103,14895096,0,0,0.0,0.0,0.0,0,103
14941100,14905490,0.87872314453125,0.1097412109375,0.0396728515625,-0.46282958984375,0,103,14906556,1015.52001953125,23.360000610351562,-18.87144660949707,104,14941097,0,0,0.0,0.0,0.0,0,104
14993091,14944740,0.9024658203125,0.1337890625,0.0419921875,-0.4073486328125,0,104,14945806,1015.5302734375,23.3700008392334,-18.95600128173828,105,14993088,0,0,0.0,0.0,0.0,0,105
15044060,14996305,0.914794921875,0.1502685546875,0.0430908203125,-0.37249755859375,0,105,14997371,1015.5390625,23.3799991607666,-19.029985427856445,106,15044057,0,0,0.0,0.0,0.0,0,106
15091146,15049490,0.93048095703125,0.1636962890625,0.04095458984375,-0.32513427734375,0,106,15050556,1015.52001953125,23.3700008392334,-18.87144660949707,107,15091143,0,0,0.0,0.0,0.0,0,107
15145090,15102675,0.94384765625,0.17327880859375,0.03875732421875,-0.27862548828125,0,107,15103741,1015.5234375,23.3700008392334,-18.900510787963867,108,15145087,0,0,0.0,0.0,0.0,0,108
15191145,15154675,0.94403076171875,0.18536376953125,0.04986572265625,-0.268310546875,0,108,15155741,1015.507080078125,23.360000610351562,-18.763111114501953,109,15191142,0,0,0.0,0.0,0.0,0,109
15243088,15194860,0.93975830078125,0.18914794921875,0.06781005859375,-0.276611328125,0,109,15195926,1015.5478515625,23.360000610351562,-19.101327896118164,110,15243085,0,0,0.0,0.0,0.0,0,110
15294059,15246305,0.93475341796875,0.18408203125,0.077392578125,-0.2938232421875,0,110,15247372,1015.55029296875,23.3700008392334,-19.122467041015625,111,15294056,0,0,0.0,0.0,0.0,0,111
15340091,15297675,0.90325927734375,0.158935546875,0.10858154296875,-0.383544921875,0,111,15298741,1015.51611328125,23.3700008392334,-18.839738845825195,112,15340088,0,0,0.0,0.0,0.0,0,112
15391144,15349490,0.8653564453125,0.12896728515625,0.12939453125,-0.46673583984375,0,112,15350556,1015.529052734375,23.3700008392334,-18.945430755615234,113,15391141,0,0,0.0,0.0,0.0,0,113
15442059,15400490,0.8143310546875,0.09710693359375,0.14666748046875,-0.5531005859375,0,113,15401556,1015.513427734375,23.360000610351562,-18.81595802307129,114,15442057,0,0,0.0,0.0,0.0,0,114
15493146,15451490,0.77362060546875,0.0548095703125,0.152587890625,-0.61260986328125,0,114,15452556,1015.503662109375,23.360000610351562,-18.734045028686523,115,15493143,0,0,0.0,0.0,0.0,0,115
15545059,15503490,0.7017822265625,0.0009765625,0.1590576171875,-0.69439697265625,0,115,15504556,1015.48583984375,23.3700008392334,-18.586074829101562,116,15545056,0,0,0.0,0.0,0.0,0,116
15592059,15555675,0.1844482421875,0.04498291015625,0.15814208984375,-0.968994140625,0,116,15556741,1015.515869140625,23.360000610351562,-18.837095260620117,117,15592056,0,0,0.0,0.0,0.0,0,117
15641142,15593490,0.1007080078125,0.05108642578125,0.155517578125,-0.98138427734375,0,117,15594556,1015.53271484375,23.3700008392334,-18.97713851928711,118,15641139,0,0,0.0,0.0,0.0,0,118
15693096,15645305,0.068359375,0.051513671875,0.1505126953125,-0.98486328125,0,118,15646371,1015.535400390625,23.3700008392334,-18.99827766418457,119,15693093,0,0,0.0,0.0,0.0,0,119
15745085,15697306,0.01361083984375,0.07196044921875,0.1119384765625,-0.99102783203125,0,119,15698372,1015.5224609375,23.3700008392334,-18.8925838470459,120,15745082,0,0,0.0,0.0,0.0,0,120
15790087,15748490,0.00579833984375,-0.099609375,-0.08380126953125,0.991455078125,0,120,15749556,1015.511962890625,23.3799991607666,-18.805387496948242,121,15790084,0,0,0.0,0.0,0.0,0,121
15842059,15800490,0.01519775390625,-0.1396484375,-0.04925537109375,0.98883056640625,0,121,15801556,1015.54541015625,23.3700008392334,-19.080188751220703,122,15842057,0,0,0.0,0.0,0.0,0,122
15894065,15852490,0.02325439453125,-0.1680908203125,-0.02252197265625,0.9852294921875,0,122,15853556,1015.5185546875,23.3799991607666,-18.858234405517578,123,15894062,0,0,0.0,0.0,0.0,0,123
15940098,15903675,0.05706787109375,-0.198486328125,0.03643798828125,0.977783203125,0,123,15904741,1015.52587890625,23.3700008392334,-18.919008255004883,124,15940095,0,0,0.0,0.0,0.0,0,124
15990059,15942490,0.0606689453125,-0.22430419921875,0.046630859375,0.97149658203125,0,124,15943556,1015.546142578125,23.3700008392334,-19.088115692138672,125,15990056,0,0,0.0,0.0,0.0,0,125
16042059,15994305,0.0462646484375,-0.23382568359375,0.0426025390625,0.97027587890625,0,125,15995371,1015.543701171875,23.3700008392334,-19.066978454589844,126,16042057,0,0,0.0,0.0,0.0,0,126
16093081,15994305,0.0462646484375,-0.23382568359375,0.0426025390625,0.97027587890625,0,125,16046371,1015.5283203125,23.3799991607666,-18.940147399902344,127,16093078,0,0,0.0,0.0,0.0,0,127
16141146,16098741,0.0919189453125,-0.20440673828125,0.04364013671875,0.97357177734375,0,126,16099806,1015.53125,23.3700008392334,-18.96392822265625,128,16141143,0,0,0.0,0.0,0.0,0,128
16192059,16150490,0.0953369140625,-0.17608642578125,0.02490234375,0.97943115234375,0,127,16151556,1015.529296875,23.3700008392334,-18.948074340820312,129,16192057,0,0,0.0,0.0,0.0,0,129
16244068,16202490,0.0787353515625,-0.15313720703125,-0.00701904296875,0.98504638671875,0,128,16203556,1015.5390625,23.3799991607666,-19.029985427856445,130,16244065,0,0,0.0,0.0,0.0,0,130
16290060,16254490,0.061767578125,-0.122314453125,-0.0316162109375,0.99005126953125,0,129,16255556,1015.532470703125,23.3700008392334,-18.974496841430664,131,16290057,0,0,0.0,0.0,0.0,0,131
16340059,16291675,0.04925537109375,-0.0977783203125,-0.04547119140625,0.992919921875,0,130,16292741,1015.576904296875,23.3799991607666,-19.341779708862305,132,16340056,0,0,0.0,0.0,0.0,0,132
16391135,16343305,0.0438232421875,-0.0849609375,-0.05072021484375,0.994140625,0,131,16344371,1015.558837890625,23.3799991607666,-19.193809509277344,133,16391132,0,0,0.0,0.0,0.0,0,133
16441088,16393306,0.0164794921875,-0.0760498046875,-0.0670166015625,0.99468994140625,0,132,16394372,1015.5537109375,23.3700008392334,-19.151531219482422,134,16441085,0,0,0.0,0.0,0.0,0,134
16493060,16445490,0.00201416015625,0.068603515625,0.0775146484375,-0.99462890625,0,133,16446556,1015.524658203125,23.3700008392334,-18.911081314086914,135,16493057,0,0,0.0,0.0,0.0,0,135
16540065,16497924,0.016357421875,0.068603515625,0.09600830078125,-0.99285888671875,0,134,16498990,1015.516845703125,23.360000610351562,-18.845022201538086,136,16540062,0,0,0.0,0.0,0.0,0,136
16592064,16549675,0.01727294921875,0.07403564453125,0.108642578125,-0.99114990234375,0,135,16550741,1015.543701171875,23.360000610351562,-19.066978454589844,137,16592061,0,0,0.0,0.0,0.0,0,137
16643078,16549675,0.01727294921875,0.07403564453125,0.108642578125,-0.99114990234375,0,135,16602555,1015.552978515625,23.360000610351562,-19.143604278564453,138,16643075,0,0,0.0,0.0,0.0,0,138
16695289,16653490,0.01812744140625,-0.07427978515625,-0.15240478515625,0.9853515625,0,136,16654556,1015.537109375,23.360000610351562,-19.014131546020508,139,16695286,0,0,0.0,0.0,0.0,0,139
16741311,16705490,0.042236328125,-0.05902099609375,-0.17706298828125,0.98150634765625,0,137,16706556,1015.565185546875,23.360000610351562,-19.24665641784668,140,16741308,0,0,0.0,0.0,0.0,0,140
16791086,16742925,0.06427001953125,-0.035400390625,-0.19805908203125,0.9774169921875,0,138,16743991,1015.5625,23.360000610351562,-19.22287368774414,141,16791083,0,0,0.0,0.0,0.0,0,141
16842060,16794305,0.069580078125,-0.02947998046875,-0.20257568359375,0.97637939453125,0,139,16795371,1015.569580078125,23.360000610351562,-19.283647537231445,142,16842057,0,0,0.0,0.0,0.0,0,142
16899059,16845490,0.08746337890625,0.00238037109375,-0.21337890625,0.9730224609375,0,140,16846556,1015.552490234375,23.360000610351562,-19.140962600708008,143,16899056,0,0,0.0,0.0,0.0,0,143
16944059,16901675,0.09442138671875,0.01947021484375,-0.218505859375,0.9710693359375,0,141,16902741,1015.557861328125,23.360000610351562,-19.185882568359375,144,16944056,0,0,0.0,0.0,0.0,0,144
16995060,16953490,0.10040283203125,0.02557373046875,-0.22705078125,0.9683837890625,0,142,16954556,1015.58056640625,23.360000610351562,-19.37348747253418,145,16995057,0,0,0.0,0.0,0.0,0,145
17041059,17005490,0.1055908203125,0.0341796875,-0.229248046875,0.967041015625,0,143,17006556,1015.58984375,23.3700008392334,-19.45011329650879,146,17041056,0,0,0.0,0.0,0.0,0,146
17090065,17042490,0.1007080078125,0.0394287109375,-0.233642578125,0.96630859375,0,144,17043556,1015.5712890625,23.3700008392334,-19.296859741210938,147,17090062,0,0,0.0,0.0,0.0,0,147
17142059,17094305,0.09857177734375,0.0400390625,-0.23651123046875,0.96575927734375,0,145,17095371,1015.551513671875,23.360000610351562,-19.13303565979004,148,17142056,0,0,0.0,0.0,0.0,0,148
17190064,17148491,0.09857177734375,0.0391845703125,-0.24578857421875,0.9635009765625,0,146,17149557,1015.571533203125,23.360000610351562,-19.299501419067383,149,17190061,0,0,0.0,0.0,0.0,0,149
17244059,17201860,0.0997314453125,0.0408935546875,-0.2532958984375,0.96136474609375,0,147,17202926,1015.586669921875,23.360000610351562,-19.423690795898438,150,17244056,0,0,0.0,0.0,0.0,0,150
17290087,17253675,0.1041259765625,0.04010009765625,-0.261474609375,0.958740234375,0,148,17254741,1015.603271484375,23.360000610351562,-19.56373405456543,151,17290084,0,0,0.0,0.0,0.0,0,151
17345072,17291490,0.1065673828125,0.0411376953125,-0.2681884765625,0.95660400390625,0,149,17292556,1015.572265625,23.360000610351562,-19.304786682128906,152,17345069,0,0,0.0,0.0,0.0,0,152
17394072,17346305,0.1070556640625,0.0408935546875,-0.27166748046875,0.95556640625,0,150,17347371,1015.582275390625,23.360000610351562,-19.389341354370117,153,17394069,0,0,0.0,0.0,0.0,0,153
17440085,17398306,0.10845947265625,0.04229736328125,-0.27752685546875,0.95367431640625,0,151,17399372,1015.590087890625,23.360000610351562,-19.452756881713867,154,17440082,0,0,0.0,0.0,0.0,0,154
17493059,17450739,0.11077880859375,0.04522705078125,-0.28204345703125,0.951904296875,0,152,17451805,1015.619873046875,23.360000610351562,-19.701133728027344,155,17493056,0,0,0.0,0.0,0.0,0,155
17545071,17502675,0.11334228515625,0.05029296875,-0.287353515625,0.94976806640625,0,153,17503741,1015.553466796875,23.360000610351562,-19.148889541625977,156,17545068,0,0,0.0,0.0,0.0,0,156
17592059,17555739,0.1146240234375,0.05328369140625,-0.290283203125,0.94854736328125,0,154,17556805,1015.578125,23.360000610351562,-19.35234832763672,157,17592056,0,0,0.0,0.0,0.0,0,157
17642059,17593675,0.11724853515625,0.0557861328125,-0.29315185546875,0.94720458984375,0,155,17594741,1015.541259765625,23.360000610351562,-19.048480987548828,158,17642057,0,0,0.0,0.0,0.0,0,158
17694059,17646555,0.1185302734375,0.057373046875,-0.2939453125,0.94671630859375,0,156,17647621,1015.608642578125,23.3700008392334,-19.60601043701172,159,17694057,0,0,0.0,0.0,0.0,0,159
17740061,17698490,0.12506103515625,0.062744140625,-0.29571533203125,0.9449462890625,0,157,17699556,1015.580810546875,23.3700008392334,-19.376129150390625,160,17740058,0,0,0.0,0.0,0.0,0,160
17793083,17750739,0.12762451171875,0.0679931640625,-0.29718017578125,0.94378662109375,0,158,17751805,1015.57373046875,23.3700008392334,-19.3179988861084,161,17793080,0,0,0.0,0.0,0.0,0,161
17844059,17802490,0.13299560546875,0.06854248046875,-0.29547119140625,0.94354248046875,0,159,17803556,1015.56396484375,23.3700008392334,-19.236085891723633,162,17844056,0,0,0.0,0.0,0.0,0,162
17897061,17854740,0.13671875,0.069091796875,-0.2906494140625,0.9444580078125,0,160,17855806,1015.61865234375,23.360000610351562,-19.69056510925293,163,17897058,0,0,0.0,0.0,0.0,0,163
17942060,17906490,0.13714599609375,0.072021484375,-0.2896728515625,0.94451904296875,0,161,17907556,1015.5673828125,23.3700008392334,-19.262510299682617,164,17942057,0,0,0.0,0.0,0.0,0,164
17992059,17943924,0.13665771484375,0.06134033203125,-0.2760009765625,0.94940185546875,0,162,17944990,1015.5830078125,23.360000610351562,-19.394624710083008,165,17992056,0,0,0.0,0.0,0.0,0,165
18043278,17995305,0.13726806640625,0.04351806640625,-0.2652587890625,0.953369140625,0,163,17996371,1015.55029296875,23.360000610351562,-19.122467041015625,166,18043275,0,0,0.0,0.0,0.0,0,166
18095275,18047490,0.13287353515625,-0.0006103515625,-0.240966796875,0.96142578125,0,164,18048556,1015.536376953125,23.360000610351562,-19.00620460510254,167,18095272,0,0,0.0,0.0,0.0,0,167
18141139,18099490,0.132568359375,-0.03082275390625,-0.218994140625,0.9661865234375,0,165,18100556,1015.57763671875,23.350000381469727,-19.349706649780273,168,18141136,0,0,0.0,0.0,0.0,0,168
18193065,18099490,0.132568359375,-0.03082275390625,-0.218994140625,0.9661865234375,0,165,18152556,1015.55224609375,23.350000381469727,-19.138320922851562,169,18193062,0,0,0.0,0.0,0.0,0,169
18245073,18202675,0.12603759765625,-0.1025390625,-0.136474609375,0.97723388671875,0,166,18203741,1015.55224609375,23.350000381469727,-19.138320922851562,170,18245070,0,0,0.0,0.0,0.0,0,170
18290059,18254490,0.12213134765625,-0.1168212890625,-0.106689453125,0.97979736328125,0,167,18255556,1015.5205078125,23.34000015258789,-18.874088287353516,171,18290056,0,0,0.0,0.0,0.0,0,171
18345072,18291490,0.11322021484375,-0.12750244140625,-0.07501220703125,0.98248291015625,0,168,18292556,1015.538818359375,23.329999923706055,-19.02734375,172,18345069,0,0,0.0,0.0,0.0,0,172
18394060,18346491,0.10662841796875,-0.12762451171875,-0.05859375,0.98431396484375,0,169,18347557,1015.560302734375,23.329999923706055,-19.204378128051758,173,18394057,0,0,0.0,0.0,0.0,0,173
18440059,18398490,0.09368896484375,-0.12451171875,-0.03375244140625,0.9871826171875,0,170,18399556,1015.556640625,23.329999923706055,-19.175312042236328,174,18440056,0,0,0.0,0.0,0.0,0,174
18491062,18449490,0.07342529296875,-0.114990234375,-0.02734375,0.99029541015625,0,171,18450556,1015.5146484375,23.329999923706055,-18.826526641845703,175,18491059,0,0,0.0,0.0,0.0,0,175
18544059,18501675,0.05389404296875,-0.10516357421875,-0.02520751953125,0.99267578125,0,172,18502741,1015.5107421875,23.329999923706055,-18.792177200317383,176,18544056,0,0,0.0,0.0,0.0,0,176
18590059,18553675,0.03375244140625,-0.090576171875,-0.03375244140625,0.9947509765625,0,173,18554741,1015.529052734375,23.31999969482422,-18.945430755615234,177,18590057,0,0,0.0,0.0,0.0,0,177
18645273,18591491,0.01934814453125,-0.087890625,-0.04327392578125,0.9949951171875,0,174,18592557,1015.520751953125,23.329999923706055,-18.87672996520996,178,18645270,0,0,0.0,0.0,0.0,0,178
18690059,18648490,0.00994873046875,-0.08740234375,-0.0430908203125,0.99517822265625,0,175,18649556,1015.5126953125,23.329999923706055,-18.810672760009766,179,18690056,0,0,0.0,0.0,0.0,0,179
18742059,18700305,0.00189208984375,0.0775146484375,0.05029296875,-0.9957275390625,0,176,18701371,1015.50927734375,23.329999923706055,-18.781606674194336,180,18742056,0,0,0.0,0.0,0.0,0,180
18793298,18751490,0.01898193359375,0.075927734375,0.05255126953125,-0.99554443359375,0,177,18752556,1015.497314453125,23.329999923706055,-18.68120002746582,181,18793295,0,0,0.0,0.0,0.0,0,181
18840059,18803924,0.0238037109375,0.09429931640625,0.0601806640625,-0.993408203125,0,178,18804990,1015.509521484375,23.329999923706055,-18.784250259399414,182,18840056,0,0,0.0,0.0,0.0,0,182
18896069,18841740,0.0328369140625,0.1064453125,0.057373046875,-0.99212646484375,0,179,18842805,1015.525390625,23.34000015258789,-18.916364669799805,183,18896066,0,0,0.0,0.0,0.0,0,183
18941059,18899490,0.03582763671875,0.1138916015625,0.0523681640625,-0.991455078125,0,180,18900556,1015.541748046875,23.329999923706055,-19.051124572753906,184,18941056,0,0,0.0,0.0,0.0,0,184
18993059,18951490,0.04266357421875,0.12646484375,0.05108642578125,-0.98974609375,0,181,18952556,1015.512451171875,23.329999923706055,-18.80803108215332,185,18993056,0,0,0.0,0.0,0.0,0,185
19040059,19003675,0.0458984375,0.14422607421875,0.04241943359375,-0.987548828125,0,182,19004741,1015.52294921875,23.329999923706055,-18.895227432250977,186,19040056,0,0,0.0,0.0,0.0,0,186
19095281,19041490,0.052734375,0.16033935546875,0.03802490234375,-0.98492431640625,0,183,19042556,1015.458251953125,23.329999923706055,-18.358835220336914,187,19095278,0,0,0.0,0.0,0.0,0,187
19144059,19096305,0.05389404296875,0.165283203125,0.0364990234375,-0.98406982421875,0,184,19097371,1015.478271484375,23.329999923706055,-18.52530288696289,188,19144057,0,0,0.0,0.0,0.0,0,188
19190059,19148306,0.05975341796875,0.171630859375,0.024658203125,-0.9830322265625,0,185,19149372,1015.53076171875,23.34000015258789,-18.958642959594727,189,19190057,0,0,0.0,0.0,0.0,0,189
19242218,19200490,0.05609130859375,0.17132568359375,0.01776123046875,-0.98345947265625,0,186,19201556,1015.51904296875,23.34000015258789,-18.8635196685791,190,19242215,0,0,0.0,0.0,0.0,0,190
19294112,19252490,0.04876708984375,0.17572021484375,0.01361083984375,-0.983154296875,0,187,19253556,1015.44140625,23.329999923706055,-18.218793869018555,191,19294109,0,0,0.0,0.0,0.0,0,191
19342218,19305740,0.03948974609375,0.1827392578125,0.0079345703125,-0.98236083984375,0,188,19306806,1015.481689453125,23.34000015258789,-18.551725387573242,192,19342215,0,0,0.0,0.0,0.0,0,192
19393266,19345490,0.0294189453125,0.181884765625,0.00201416015625,-0.98291015625,0,189,19346556,1015.495849609375,23.329999923706055,-18.670629501342773,193,19393263,0,0,0.0,0.0,0.0,0,193
19445287,19397490,0.02423095703125,0.17767333984375,0.0008544921875,-0.9837646484375,0,190,19398556,1015.504150390625,23.329999923706055,-18.739330291748047,194,19445284,0,0,0.0,0.0,0.0,0,194
19492231,19449675,0.00732421875,0.16119384765625,-0.00244140625,-0.98687744140625,0,191,19450741,1015.5283203125,23.34000015258789,-18.940147399902344,195,19492228,0,0,0.0,0.0,0.0,0,195
19544144,19502490,0.00286865234375,-0.146728515625,-0.00225830078125,0.98919677734375,0,192,19503556,1015.489990234375,23.329999923706055,-18.62306785583496,196,19544141,0,0,0.0,0.0,0.0,0,196
19591257,19554675,0.014892578125,-0.1400146484375,-0.00885009765625,0.989990234375,0,193,19555741,1015.478759765625,23.329999923706055,-18.527944564819336,197,19591254,0,0,0.0,0.0,0.0,0,197
19642223,19554675,0.014892578125,-0.1400146484375,-0.00885009765625,0.989990234375,0,193,19595555,1015.48974609375,23.329999923706055,-18.620426177978516,198,19642220,0,0,0.0,0.0,0.0,0,198
19694249,19646305,0.02337646484375,-0.134765625,-0.01495361328125,0.990478515625,0,194,19647371,1015.489013671875,23.329999923706055,-18.615140914916992,199,19694246,0,0,0.0,0.0,0.0,0,199
19745371,19646305,0.02337646484375,-0.134765625,-0.01495361328125,0.990478515625,0,194,19698371,1015.510986328125,23.329999923706055,-18.797460556030273,200,19745368,0,0,0.0,0.0,0.0,0,200
19791267,19749490,0.03656005859375,-0.11883544921875,-0.018310546875,0.9920654296875,0,195,19750556,1015.521484375,23.329999923706055,-18.882015228271484,201,19791264,0,0,0.0,0.0,0.0,0,201
19843368,19800859,0.04034423828125,-0.11846923828125,-0.02288818359375,0.99188232421875,0,196,19801926,1015.5439453125,23.329999923706055,-19.06962013244629,202,19843365,0,0,0.0,0.0,0.0,0,202
